task_id,domain,world_id,status,agent_status,final_score,criteria_passed,criteria_total,steps_used,wall_time_seconds,agent_prompt_tokens,agent_completion_tokens,agent_total_tokens,agent_final_step_completion_tokens,agent_usage_available,agent_usage_source,agent_usage_consistent,agent_profile,agent_model,judge_model,trajectory_path,grades_path
task_de8a536c2c52446b98d0b9e2e8c43308,Investment Banking,world_1e4d4288e63f4a08851a3cc441eb3ccb,completed,completed,0.0,0,2,32,305.45,488439,3735,492174,31,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/ib-world219-grok43high/task_de8a536c2c52446b98d0b9e2e8c43308/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/ib-world219-grok43high/task_de8a536c2c52446b98d0b9e2e8c43308/grades.json
task_761646f23fbb4a0b8564e4b348d14de1,Investment Banking,world_43a921f91f0f4d2c85d8bd2774f9e681,completed,completed,1.0,1,1,46,205.3,1437263,4368,1441631,77,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_761646f23fbb4a0b8564e4b348d14de1/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_761646f23fbb4a0b8564e4b348d14de1/grades.json
task_0ffa0e6ff7d3433e98582e50e79068cd,Investment Banking,world_43a921f91f0f4d2c85d8bd2774f9e681,completed,completed,0.0,0,5,33,195.85,677880,2320,680200,99,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0ffa0e6ff7d3433e98582e50e79068cd/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0ffa0e6ff7d3433e98582e50e79068cd/grades.json
task_052cc6311cf34bc6bacc4f521ba77460,Investment Banking,world_43a921f91f0f4d2c85d8bd2774f9e681,completed,completed,0.0,0,1,36,147.68,918228,1946,920174,18,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_052cc6311cf34bc6bacc4f521ba77460/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_052cc6311cf34bc6bacc4f521ba77460/grades.json
task_a006f24d413c4dc99dd644d5e0dc12f7,Investment Banking,world_43a921f91f0f4d2c85d8bd2774f9e681,completed,completed,0.0,0,1,49,185.15,1671918,2467,1674385,19,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_a006f24d413c4dc99dd644d5e0dc12f7/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_a006f24d413c4dc99dd644d5e0dc12f7/grades.json
task_91b0998a0b23403d9aeb1c10f75a22b1,Investment Banking,world_43a921f91f0f4d2c85d8bd2774f9e681,completed,completed,0.0,0,1,28,142.57,463017,1270,464287,55,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_91b0998a0b23403d9aeb1c10f75a22b1/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_91b0998a0b23403d9aeb1c10f75a22b1/grades.json
task_83bed0e08f1b45efb40ad8a64deb6fd8,Investment Banking,world_43a921f91f0f4d2c85d8bd2774f9e681,completed,completed,0.0,0,1,42,203.26,883411,3764,887175,91,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_83bed0e08f1b45efb40ad8a64deb6fd8/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_83bed0e08f1b45efb40ad8a64deb6fd8/grades.json
task_0233800d9daf4459bc464ce2f1f822a8,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,1.0,1,1,36,129.87,286400,1710,288110,20,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0233800d9daf4459bc464ce2f1f822a8/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0233800d9daf4459bc464ce2f1f822a8/grades.json
task_d8d2c6bd61d548cba10f59af2d6c9559,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.0,0,8,9,157.14,341268,16215,357483,190,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_d8d2c6bd61d548cba10f59af2d6c9559/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_d8d2c6bd61d548cba10f59af2d6c9559/grades.json
task_0cc6381ab1db4902bdac1c95b3ffcc45,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.5556,5,9,24,102.48,191687,1674,193361,164,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0cc6381ab1db4902bdac1c95b3ffcc45/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0cc6381ab1db4902bdac1c95b3ffcc45/grades.json
task_cb7189ae4502436085b4367bf7c64169,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.0,0,2,45,1889.17,887952,1922,889874,74,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_cb7189ae4502436085b4367bf7c64169/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_cb7189ae4502436085b4367bf7c64169/grades.json
task_4bdc188e9a7f4860b818c3cb3013e676,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,1.0,3,3,44,186.76,1260325,3453,1263778,117,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_4bdc188e9a7f4860b818c3cb3013e676/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_4bdc188e9a7f4860b818c3cb3013e676/grades.json
task_0a4ad19b76cf4602914e6b8a4f263690,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.0,0,3,47,307.31,973896,6574,980470,37,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0a4ad19b76cf4602914e6b8a4f263690/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_0a4ad19b76cf4602914e6b8a4f263690/grades.json
task_f69f5d19990b4292809009a331e1bbe9,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.0,0,3,46,127.01,1121196,1322,1122518,63,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_f69f5d19990b4292809009a331e1bbe9/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_f69f5d19990b4292809009a331e1bbe9/grades.json
task_f23cb148241641f1b7c5dfbecfd3835f,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.0,0,1,47,145.95,1040187,3069,1043256,121,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_f23cb148241641f1b7c5dfbecfd3835f/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_f23cb148241641f1b7c5dfbecfd3835f/grades.json
task_593cb247c14e46b2afc4d1a810add11f,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.0,0,4,46,199.11,849337,8077,857414,362,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_593cb247c14e46b2afc4d1a810add11f/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_593cb247c14e46b2afc4d1a810add11f/grades.json
task_4372ee27c60f4589884be8cc9d6d8bd8,Management Consulting,world_075ef4dff46146a580c8522e2ad29cb3,completed,completed,0.0,0,2,1,35.0,1156,38,1194,38,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_4372ee27c60f4589884be8cc9d6d8bd8/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_4372ee27c60f4589884be8cc9d6d8bd8/grades.json
task_912055978b48483696be01adf161ec3b,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,1.0,3,3,22,76.35,137088,973,138061,97,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_912055978b48483696be01adf161ec3b/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_912055978b48483696be01adf161ec3b/grades.json
task_be78a90e872547eea75915f95ca35739,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.0,0,3,3,58.69,5409,298,5707,149,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_be78a90e872547eea75915f95ca35739/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_be78a90e872547eea75915f95ca35739/grades.json
task_b5481555a1c94da6bf78baf87165851c,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.2,2,10,36,142.57,1161257,2659,1163916,876,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_b5481555a1c94da6bf78baf87165851c/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_b5481555a1c94da6bf78baf87165851c/grades.json
task_de1ec76029b54126ae1105921e4202d4,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.6667,2,3,28,115.95,398066,1296,399362,67,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_de1ec76029b54126ae1105921e4202d4/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_de1ec76029b54126ae1105921e4202d4/grades.json
task_f40a571a80e944cead66ecf1d3f0de93,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.0,0,2,22,121.99,259906,1492,261398,194,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_f40a571a80e944cead66ecf1d3f0de93/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_f40a571a80e944cead66ecf1d3f0de93/grades.json
task_1d7f4e0be1274b069ad86be4ed813c46,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.1,1,10,32,109.22,311757,1430,313187,163,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_1d7f4e0be1274b069ad86be4ed813c46/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_1d7f4e0be1274b069ad86be4ed813c46/grades.json
task_b15e945697824a9ab869c8e9a402f5c1,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.0,0,4,1,69.96,1142,254,1396,254,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_b15e945697824a9ab869c8e9a402f5c1/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_b15e945697824a9ab869c8e9a402f5c1/grades.json
task_828f11b8209f4b53bdf1e836762363d8,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.1667,1,6,23,94.85,199479,737,200216,100,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_828f11b8209f4b53bdf1e836762363d8/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_828f11b8209f4b53bdf1e836762363d8/grades.json
task_3caff6fe3a9f4a9f95e57f371a16b601,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.0,0,1,2,54.78,3494,180,3674,98,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_3caff6fe3a9f4a9f95e57f371a16b601/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_3caff6fe3a9f4a9f95e57f371a16b601/grades.json
task_a2a4615b0b46416c905729e49595c686,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,1.0,3,3,18,77.04,136053,802,136855,108,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_a2a4615b0b46416c905729e49595c686/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_a2a4615b0b46416c905729e49595c686/grades.json
task_1d28a1ef3e8c44eeac211afdad56ccca,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.3333,1,3,19,100.36,160376,996,161372,136,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_1d28a1ef3e8c44eeac211afdad56ccca/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_1d28a1ef3e8c44eeac211afdad56ccca/grades.json
task_680f8581e29f4aefb3a9bc2a8f77bbb0,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.25,2,8,38,1910.02,953224,189402,1142626,2502,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_680f8581e29f4aefb3a9bc2a8f77bbb0/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_680f8581e29f4aefb3a9bc2a8f77bbb0/grades.json
task_ea50530a09d5440996d0328aa3fbaa70,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.3333,1,3,22,141.47,228166,819,228985,51,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_ea50530a09d5440996d0328aa3fbaa70/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_ea50530a09d5440996d0328aa3fbaa70/grades.json
task_fe1efa5d3aaa43469f135b53fe02b6a2,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,1.0,2,2,28,163.47,325636,943,326579,57,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_fe1efa5d3aaa43469f135b53fe02b6a2/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_fe1efa5d3aaa43469f135b53fe02b6a2/grades.json
task_729286e684134595958f962e72f2aa20,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,1.0,3,3,23,110.95,258188,962,259150,134,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_729286e684134595958f962e72f2aa20/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_729286e684134595958f962e72f2aa20/grades.json
task_e72676c169294461adff044bee6a5587,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.3333,1,3,47,159.31,722830,1797,724627,146,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_e72676c169294461adff044bee6a5587/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_e72676c169294461adff044bee6a5587/grades.json
task_4fa914d8cc0f4010bb661d3e688a4c61,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.2,1,5,24,102.31,159042,1333,160375,206,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_4fa914d8cc0f4010bb661d3e688a4c61/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_4fa914d8cc0f4010bb661d3e688a4c61/grades.json
task_ccee33f3839a412f91ea0821a487a26b,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.0,0,3,14,85.43,221955,2599,224554,1047,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_ccee33f3839a412f91ea0821a487a26b/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_ccee33f3839a412f91ea0821a487a26b/grades.json
task_908f411c435d4ebf8fcfc4a08e7dce5b,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.0,0,4,1,58.84,1140,122,1262,122,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_908f411c435d4ebf8fcfc4a08e7dce5b/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_908f411c435d4ebf8fcfc4a08e7dce5b/grades.json
task_3742720383624ce58ef4d751f8836392,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.1429,1,7,15,276.0,1510494,32196,1542690,114,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_3742720383624ce58ef4d751f8836392/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-baseline/task_3742720383624ce58ef4d751f8836392/grades.json
